Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/28/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Congo, Dem. Rep.",COD,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.36610731,85.87035324,72.45891702,93.74999992,100.9991301,90.83755498,89.68168253,94.3624271,90.53836895,96.50591526,91.62046705,87.57132224,86.83806253,85.96020095,85.7834357,90.98689888,83.58053816,80.75003118,80.47087145,76.18213403,76.22559324,77.49070376,80.03343879,76.1892796,74.95358068,81.68026951,79.48862137,67.16671849,67.49567948,68.55396382,70.50090512
"Congo, Rep.",COG,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,111.9670146,99.5481931,96.16363772,98.63353766,97.98585321,94.65020522,90.959419,93.83564295,97.26692299,98.11321531,98.8157975,93.46110131,94.39614019,79.80130985,71.18522229,88.74695973,95.17469989,93.08522149,90.01532683,75.25494278,64.34517203,69.90954403,53.50704225,55.38038026,53.60459051,68.93283787,84.38420549,77.1582172,81.18361153,72.17631015,51.35912336,65.88720151,54.15682116,59.00733421,61.21607048,62.32324181,58.70266985,62.33011433,69.66576646,51.9740831,35.07258376,47.84964795,48.09092139,42.50637298,50.50396159,43.60472628,42.38904728,50.5621479,44.23123743,52.29743064,39.81840067,40.526376,37.46355124,40.06969532,45.08572464,58.82430478,66.85591905,52.79715076,46.63501619,53.27802951,64.13697113,57.89615997,49.55782602,57.20758281,60.78420507
Colombia,COL,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,79.41809943,80.86576575,81.88626722,82.62025043,83.36867,82.84949081,85.3066794,82.13102338,81.94784865,82.59254618,81.0519101,84.63492552,81.41645659,79.46989636,79.63453521,81.20180298,79.28607662,77.58107563,78.88831836,80.07767386,80.31048742,82.94292892,83.79096127,82.88757184,81.61419536,79.67664562,75.15498038,75.96872221,75.5807261,75.84074087,76.44574178,76.23537644,80.01998049,80.86634776,80.38236703,80.63100121,83.49424512,84.99022998,86.1661422,86.57598764,85.94117901,87.09458891,86.09995801,84.68376508,82.88092747,81.82436871,81.24521756,80.77833216,79.2275377,80.31955404,79.69415138,77.92182197,79.10809639,79.6312245,80.21465376,83.2866488,83.60095487,83.3929586,83.53983788,84.44184713,87.88287291,88.74818259,87.71867452,88.28509077,88.00484281
Comoros,COM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,100.0401454,100.0431083,100.0413455,100.0424541,100.0421293,100.0429957,100.0424049,100.0423904,100.0433218,100.0431458,100.0418911,100.0434626,100.0429518,100.042889,100.0428862,100.0422345,100.0427772,100.0426238,100.0421356,100.0419007,100.0422381,100.0423248,100.0424144,100.0424632,100.0422929,100.0425435,100.0427539,98.31808618,100.526955,101.2823644,102.0973608,104.0666884,106.7671203,104.7903554,104.6799081,103.8945152,103.2264156,102.9282826,102.3100144,103.986351,110.5846679,108.7314909,111.1599212,113.2388534,112.8109717
Cabo Verde,CPV,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4429271,76.34967622,81.02500357,80.02399855,79.89615367,80.51913866,81.14889635,81.81101515,82.63090931,83.87686418,86.63104049,86.64937794,86.76061632,98.84478939,102.0056977,97.74619711,94.74637749,95.11860206
Costa Rica,CRI,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,87.39031027,85.31729092,83.87308305,86.24639137,88.15474883,91.12128848,86.93452509,86.9807271,86.66198698,85.32703684,86.20737486,85.9745027,84.35088488,82.08001966,88.23898914,86.844674,82.33956935,81.19609583,84.38890114,84.95651071,83.76640623,75.88117483,72.39488038,76.56386779,76.890073,75.86375896,73.94448764,77.01268111,77.32059102,77.29465355,79.5817866,86.22559442,85.0992109,86.24908821,85.45723475,83.97410592,86.28269801,84.34064339,81.45055969,81.34308417,79.97758885,79.72012459,82.07855455,83.01923066,81.91119966,83.32947344,82.10084288,82.00555256,84.17785132,82.04179408,82.01934847,83.64602516,83.89170912,83.2926517,83.2422582,81.90851977,80.7693446,81.48171321,81.0984599,81.0458017,80.16383627,79.84714336,79.71980666,79.38414129,78.59840116
Caribbean small states,CSS,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,86.26289679,86.25413802,86.25777958,86.27363162,86.3039939,86.22493998,86.21034801,86.27598787,86.35288967,86.45580002,85.82967341,86.13738848,86.60418639,86.73739815,86.97035601,82.6990378,87.67596464,88.93817515,87.40345837,88.13514348,84.902875,92.70560857,95.85228718,97.32352831,95.22457736,94.90318399,86.10018207,87.95269585,90.79634241,90.93690825,90.31232963,91.42615458,92.47875411,92.17940487,90.46723975,86.5504961,88.03293587,87.11177925,88.93733051,87.0570232,85.07803756,88.28235976,86.2689873,86.72940322,87.49493219,87.9302925,87.74402582,86.82285587,86.00396697,86.89827474,89.47108577,86.42579665,94.58689324,107.8617729,115.7085859
Curacao,CUW,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.00501401,83.47216377,88.889446,88.86965796,86.7481932,96.22549236,89.17483875,89.44410648,87.32271319,86.70574292,84.95557122,84.42066884,89.65632608,87.707796,,,,,,
Cayman Islands,CYM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,98.67703034,92.00360384,89.71873788,87.44324344,81.00984762,80.53400112,80.11415382,80.99327092,82.49318172,77.77777681,77.87747328,75.27640844,76.14313366,77.29345428,75.50178899,78.56165176,84.16645108,82.4841274,76.34592602,74.88152999,74.33004507,76.23109279,77.3629102,78.47507097,77.54295303,77.14011649,77.69679544,78.54896987,78.98205817,78.2591143,78.32342833,78.62112815,80.68614935,84.11760095,82.8148193,84.54592583,85.16082323,85.96972143,85.76795589,85.75321377,83.91914068,80.99985295,79.95793416,79.65817999,79.49768842,80.72945491,75.66638825,75.82629939,76.48827166,75.68486653
Czechia,CZE,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.49929921,69.24852348,72.12219542,71.13186986,70.70336371,69.187934,68.96943098,71.42168952,69.56785148,70.73041426,70.01891903,69.28715908,70.83816177,71.96262738,69.550748,68.38795156,67.19735588,65.46844407,66.83695912,69.69979762,70.24199643,69.6442433,69.60173233,69.96457913,68.36361701,67.02464179,67.25533395,67.29222851,68.27954702,67.73305706,68.52827866,68.14949217,68.15933679,66.86746335,67.44425242
Germany,DEU,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,71.463115,72.73414276,73.71134044,73.92069688,75.08451002,78.63843233,78.01505408,78.26697242,77.80351894,78.01835441,79.24871118,80.34799089,79.94765844,79.80459974,79.40342888,78.71194887,77.13269009,77.76381793,77.03024145,76.16645086,75.00099633,74.27843504,74.8675061,75.83797102,75.3330214,75.16603243,75.87884224,75.57249464,74.77434221,75.70112264,75.87032672,75.67389195,75.79991544,76.80222777,76.0146792,76.31127699,74.92234706,72.82288708,73.32868597,77.22366348,75.36348202,73.87875831,74.4880112,74.43707962,73.32152778,73.08798424,73.02264953,72.35794798,72.48107908,73.01149471,72.96488849,72.20680328,74.2529309,74.03374011,74.72317895
Djibouti,DJI,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.98425717,79.55069504,81.46676567,83.60800827,84.13843553,84.37202672,85.2220417,91.72389104,93.69978456,94.3796797,88.15465984,88.15465982
Dominica,DMA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,75.92843044,76.91792763,76.33908413,75.03798272,76.08649679,76.11335513,73.70032329,74.35222793,76.4047516,78.47895528,79.10968023,79.15392466,79.07782544,79.26567159,80.30595697,81.50258888,80.74680743,79.34764353,77.64371125,77.05253901,76.34071656,75.91379107,75.46597439,74.87718816,73.65005,74.17948735,74.17211841,75.11317171,75.35541268,74.64201353,74.31265776,73.62025257,74.32430512,73.16267432,70.99031276,71.1140606,71.89705005,72.32901535,72.71854699,72.47726208,71.79838005,72.02132959,72.49275002,76.36442887,75.38401365,74.8581848,74.97362375,74.41848029,73.3958506,72.95817937,72.28416035,71.56693729,72.31493286,72.10425224,71.59691974,69.94805814,65.70819744,67.35200028,66.55450099
Dominican Republic,DOM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,83.43251789,87.12729334,90.59583788,91.25215681,91.86820319,96.55444207,95.07063726,93.42868187,94.63441757,91.5318976,90.83318721,91.83806223,83.65864164,82.3163205,86.00639474,78.84622841,84.56699719,85.41402252,86.94762863,84.38595221,89.09356572,84.68435404,88.95692649,87.62235748,90.39887879,87.29916479,83.97510311,84.16250581,79.16982015,82.36559933,84.62733871,86.28705363,88.06603312,85.46609405,83.73643283,83.3949791,82.81480388,81.68725682,79.22215582,79.22777798,80.41208061,79.95868356,80.31850691,80.73434413,78.429121,80.21821129,80.3897786,80.07179567,83.63359125,85.09236183,84.43573735,85.81201372,85.22045116,83.94036911,82.45169116,81.6227637,81.17005778,81.21911099,79.14670085,79.02745465,82.25923095,78.61845959,79.65526736,79.38241726,79.24961271
Algeria,DZA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.73464023,72.06464996,67.15879763,82.56426758,81.93204402,80.62519447,81.34324281,74.76293278,73.18369468,71.92924192,70.43086365,73.93991137,70.97481525,65.80189889,56.7241996,63.86983623,60.7138077,64.23901996,62.41354085,59.17152239,56.92307678,59.29989306,60.78998111,60.29097479,66.59192845,68.58907839,76.76126353,76.58325523,79.45635874,79.80155892,72.90392397,62.64061818,67.79240782,72.26415302,73.44284444,71.89289865,68.50583633,67.98432171,72.78925929,68.38120152,55.15499402,56.88466776,57.89312731,54.35018686,51.72063101,46.92281891,44.02490367,44.53361607,44.19719522,53.04582908,50.22792928,50.49009493,51.70967663,52.97026746,54.78608989,60.36872667,61.14604256,60.88586488,59.1330967,61.06139692,66.36999666,60.80205839,54.50902332,58.54280099,59.33173838
East Asia & Pacific (excluding high income),EAP,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,74.98913082,75.53154855,75.76399767,75.79623435,76.6884452,76.94592909,78.24623324,79.02029955,84.51833303,81.11538492,84.0088818,83.71085038,79.88864674,78.25614606,71.45707097,82.68841847,80.88687334,77.34677269,77.22861036,77.4781801,75.35407571,74.85322687,81.33514556,79.09075229,79.52362484,77.4029609,78.2829504,81.59095649,78.5404921,77.45696718,74.99416523,75.80201956,73.86900697,82.02210674,81.93183962,83.51269916,81.13131787,81.63838944,83.61554848,76.81770471,73.13523117,82.42291982,83.7115476,82.90091899,81.62485086,79.23935711,76.32085891,75.56815947,72.47175383,77.55485492,77.31597721,74.27685246,74.32680609,73.79941753,74.01041342,79.63263242,79.2098576,78.16616071,78.38116801,78.93634911,79.83727363,78.38171377,77.62439623,79.21530112,78.16353076
"Egypt, Arab Rep.",EGY,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,86.52375751,86.02734475,86.60172762,87.36061522,87.07203907,86.12226881,87.75610355,88.21997791,92.65064986,92.33281378,88.92428786,91.67580057,93.41135915,91.42857143,92.04169387,91.43330946,89.12239358,85.78789023,85.43265983,84.2917618,84.83966576,80.43795442,80.46446384,80.45112782,81.01265823,79.89276139,78.91156463,84.0776699,84.74025974,82.85714351,83.29853914,84.17777778,83.03378864,84.40721649,84.85714286,85,87.31473409,88.49191425,87.99582463,86.63849155,87.06262864,86.59046557,86.35523885,85.7005988,84.42200701,84.28969359,82.8881334,83.72717508,83.20491346,87.44962579,85.73678104,87.017723,91.89108497,92.12534939,94.78873239,94.18961496,94.51539086,94.06985968,89.31678882,87.18191565,88.36264344,90.5224295,86.95313994,85.74846879,93.85138362
Euro area,EMU,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7191201,124.4175591,129.9798486,138.253183,130.5607222,124.9044037,132.9717396,131.6762414,126.5433655,115.1880073,123.4788687,134.579209,133.7571865,128.4351647,117.7807107,110.342279,108.9898963,109.6510979,145.5170389,124.7886798,,,,,,,,,,,,,
Spain,ESP,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,73.53143468,73.89893574,73.36711857,73.06062004,74.11699743,74.816413,77.07440769,76.63914566,75.94309344,77.03443376,78.90957559,80.32447788,80.17899417,79.98576507,78.3346487,78.33222318,77.35200645,77.86128146,76.93022959,77.70845087,77.5672342,78.18092136,79.75989101,80.22349351,79.41278356,78.57901747,77.91555714,77.17656671,76.49628572,76.36994701,76.27140892,75.77772135,75.26795813,74.67605518,75.40017603,75.41390033,75.13263998,75.3217743,76.25346988,77.51395633,78.63890191,79.02141875,79.36009359,78.74551992,78.81243449,77.61123049,76.97349967,76.8009887,76.5536066,76.10627657,77.85743004,77.13638652,76.4327553,75.0434148,74.6652826
Estonia,EST,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.45590858,81.6826618,80.48247193,80.55774911,78.38809167,78.07946034,78.10694203,73.96160991,73.39324924,73.61423648,73.124807,72.80390985,71.22184398,69.97737777,68.30681417,71.74957557,73.87747371,71.99220229,68.73867098,69.27938587,70.48213321,69.83737267,71.49628871,71.76295202,70.08629954,69.83383533,69.95775122,71.4296657,70.29225506,71.95009097,73.93831814,74.44562232
Ethiopia,ETH,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.75155924,80.76534215,82.42251806,79.46411692,80.25822397,77.51946732,82.02387297,75.91424347,77.88672949,79.17274589,81.05634367,84.76535211,85.23696097,85.7464219
European Union,EUU,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,68.51450054,68.57048208,69.10895208,67.54277704,66.00469804,69.72088914,71.24552989,72.15766403,71.80925692,70.32453384,69.57813428,70.1505478,71.23995139,71.38846992,70.74585532,71.78875054,72.10255919,72.47761988,70.41546624,69.68768923,70.92256277,77.07707708,78.27707405,77.25616166,75.03254418,72.91933289,73.7774204,71.42934527,69.68305503,69.11449467,67.55825378,67.47457006,68.87092428,70.74363605,70.56085069,71.04502447,71.13287555,69.34015471,70.88487694,76.21151677,75.90554194,76.25812653,77.99459022,78.64833388,79.02164145,78.75751694,77.76067718,75.43946312,75.17000496,74.82957261,74.66188919,75.15757907,74.70757322,77.09090776,77.21723564
Fiji,FJI,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,71.33391232,71.91991533,72.07025107,72.59373536,71.58372881,70.84417191,70.61652103,70.83789945,71.5411772,71.22830896,70.47618131,70.86593175,70.80455236,70.3656279,71.22776941,73.38495241,73.67526153,73.79107833,73.85713922,73.99137014,75.12807441,77.39204881,78.19693991,78.09019967,78.17768615,78.77991679,77.92755567,78.44773452,77.01491373,76.14168909,76.19221269,76.54425936,77.26684573,78.79796299,78.22261519,77.8652522,78.64448945,77.64869472,76.7891915,76.5257091,76.41207199,76.51737576,76.9709308,77.67433013,77.30918856,77.58436959,77.32839197,76.86638719,77.31456944,79.71945722,79.59670956,79.02829554,79.11803489,79.11622123,78.87917031,78.40115588,78.74847568,78.59078087,78.3547231,77.62480148,78.92002687,77.76489819,78.70755855,78.78575637,78.8147669
Faroe Islands,FRO,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19111946,79.30596161,77.05782786,75.65731565,77.20359609,83.30655024,85.77691325,94.85359613,85.12255494,83.10047201,85.38014921,92.00415959,84.21634564,84.71968244,85.78114442,81.58056723,77.55582459,75.2104868,73.31583783,71.04894039,71.52740529,69.46978008,73.1110457,70.66102023,67.79063404,67.56763721,68.46998701
"Micronesia, Fed. Sts.",FSM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,180.1205138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,56.31285892,54.0438725,51.05984332,61.26628181,33.95211192,35.7050173,27.01988597,41.59663866,50.14836795,45.99751784,39.37182039,40.98141972,43.05660695,47.03242281,48.14291222,52.71576141,73.14838381,76.16343908,67.58602567,69.09771621,63.14328027,58.75400294,65.11609882,63.68056868,55.01351633,53.04581448,50.39110135,44.4561127,62.07323251,54.56704981,41.7355191,52.06516504,53.77922677,53.51612028,50.15448324,42.56772202,43.46057995,43.19657594,39.50955114,51.17999969,44.12956417,40.36724352,43.4759761,46.73962936,49.33949562,52.65480816,55.08042544,53.20144896,49.18021229,48.66714642,55.05161991,46.0135206,40.87868198,45.94603165,43.7549795
United Kingdom,GBR,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,83.80035261,84.37250411,85.58379963,84.81060005,88.74938367,90.75304464,89.27629355,86.4619921,85.39221525,85.11237524,86.03257218,86.86244198,86.75493769,86.64037913,86.4283462,85.35855224,87.29290392,85.9023833,85.51521349,84.4671495,85.13649795,86.70130763,88.26476382,88.43488217,88.01979761,80.51609447,80.39785072,81.16894566,81.69941484,82.50861973,82.27839737,82.93934511,83.67399213,83.80842169,84.21888222,83.71700247,82.96939273,82.75845847,83.38901659,85.25238793,84.94033131,84.30253691,84.45520379,84.13456809,83.32458697,82.89137642,83.12078034,82.11052526,82.324588,82.16933183,80.98187055,81.06083046,82.72821354,82.70844325,81.67833215
Georgia,GEO,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,69.18573709,67.49064889,65.46518792,65.34457868,64.75485661,68.8969387,70.71517096,70.33832735,72.92802617,74.5436812,77.50902045,75.39267016,94.30294906,118.862102,148.7118364,112.7919847,113.0150575,112.2002086,95.2046614,91.78755799,99.05166719,89.11729547,87.60512071,88.43311031,88.60376821,87.49150238,97.2559627,96.10916923,104.8896718,107.9239408,95.80773398,94.61973945,92.4275768,90.22990425,90.93782706,89.86512331,86.02537275,85.70579124,82.5311533,82.03380606,94.48382233,95.57356564,85.67109745,83.61826498,83.32644359
Ghana,GHA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.85385501,90.21505376,87.13272543,87.54545455,84.46601942,91.74624829,92.16073781,92.22074468,89.35294118,88.8055972,87.20672864,90.36,87.42451155,85.91830905,90.42918455,86.35245126,91.46490959,89.99372928,95.95444582,93.39168025,95.06440773,95.99454741,96.26609293,96.68329367,95.84973444,93.36506845,94.19761319,96.08900804,94.58264681,94.39160212,94.52834796,92.68227074,98.74168488,93.9511118,87.54614793,88.40880065,86.78058331,95.77503649,89.74745028,96.54789162,94.44531443,92.98039962,92.55673939,92.99213244,92.68617617,96.27099921,90.61350272,100.9195961,102.9633686,96.57916073,100.6831939,99.61224362,95.48187666,85.1059489,80.20769178,81.14822016,80.03486574,83.22909574,79.33939153,83.27832742,85.30099076,85.56091408,84.37951668,90.72945509,88.82360319
Gibraltar,GIB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,56.27794226,56.79411705,59.74708396,55.90016836,53.38598734,53.40644712,54.85205042,54.77711924,56.31900021,56.23694625,57.85393263,56.42481963,59.27706979,57.9840592,57.5836135,58.27027654,60.32224071,53.22908492,55.18444206,55.40910461,97.17426659,100.5994359,94.68561088,103.4771443,92.53876898,96.69685922,94.37802239,103.9912473,100.5783695,105.2856276,100.4266018,89.66061972,89.02260566,88.60265686,90.30922225,86.68199568,89.31374826,84.13841461,82.88885583
"Gambia, The",GMB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,99.22862571,97.48074679,100.4125948,100.6577046,96.22762735,99.2209607,99.75599662,99.15859375,98.78535692,90.3610084,93.54657848,97.50304832,103.073856,99.20601317,94.16680987,97.46203934,92.84344341,93.11077892,95.35084959,94.96557256,92.87491444,92.74297796,91.73159675,89.852176,89.33675257,95.50970676,93.81820237,103.6154807,105.4545226,95.17822344,104.8740904,93.96853872,98.41068339,97.59962653,101.103486,92.57137424,98.44081582,96.08646308,98.66732334,101.2292606,94.18467373,95.20082054,102.8959665,99.99710001,103.4473031,95.17063996,87.13948654,94.81814086,96.26061308,89.98780794,87.42975706,93.89029183,95.32352341,94.64963268,96.7333499,100.645132,99.91286464,102.4297052,95.79085464
Guinea-Bissau,GNB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,96.61560807,102.1534237,108.5222536,113.7767683,117.414587,105.3643623,106.4041554,103.5174903,105.8190457,110.7349187,,98.77970804,105.185485,103.5825813,100.1556886,122.5007533,102.8202322,92.37468521,94.02544756,98.31660647,97.17270531,96.81926048,97.09993274,92.98995886,96.08425934,101.1750387,98.25928794,105.7565364,104.6802665,110.4970346,106.4910252,108.5426671,93.16880715,86.5222183,96.36401138,100.4058646,107.9262791,99.7312856,104.2667118,102.9742573,98.74214133,94.17558612,96.54024367,94.29838525,93.34147999,89.30241023,89.07980673,85.72426083,85.51408872,90.72657914,86.29736754,88.30029505,93.70036966,88.89629697,90.19980383
Equatorial Guinea,GNQ,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71295672,27.38035693,27.25529457,22.69755443,34.13483158,35.09505911,32.13745006,31.71729593,41.27860644,43.7433213,60.85965862,73.07641823,70.67033117,71.91511555,81.72559024,89.24852036,78.46474683,68.54068661,78.87863933,81.25714004
Greece,GRC,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,88.2561124,83.505753,84.59384991,81.21756596,80.67674315,78.44642916,77.72648903,79.27691872,78.84406841,75.28142701,74.90558889,73.22074055,70.08376682,65.89622964,72.34385221,73.86056636,72.11430078,75.7211132,75.61620356,75.30622561,76.84048994,79.50940057,79.38808871,81.2711412,79.27452536,78.97269611,78.6953575,83.34241116,81.64707906,83.52799784,84.90112717,83.86365224,85.03726965,86.00488305,85.31902789,86.64546857,86.43413003,85.56524609,85.78135317,86.10695608,84.97692929,85.39475762,85.6100396,84.00915325,83.42715235,86.20250423,83.26455704,84.35859159,86.68968046,89.99952664,89.24909303,91.6063389,92.20199559,90.18742036,89.26665236,88.89063682,88.8308044,89.43566411,89.0231581,89.36985698,93.85192513,90.00887202,90.84919161,88.62516706,87.26063252
Grenada,GRD,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.35046647,93.26293423,93.42834735,90.94933801,92.06437337,93.11654776,92.08275577,90.00639295,90.54266901,88.28234049,90.41480155,87.54498151,83.9114299,79.81090558,79.20749486,79.12635196,78.83634144,77.71263754,78.46439144,73.94469749,74.29719576,
